ArticleId,SiteId,ZoneId,Date,Quantity,Price,CostPrice,ZoneName,SiteName,ArticleName
172551,7,2,2019-02-10,3,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
200838,6,1,2019-02-10,19,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
200838,5,1,2019-02-10,3,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
176139,4,1,2019-02-10,2,214.0,142.0,Hypermarket,Londýnská,"HRANOLKY B"" 1KG"""
170295,5,1,2019-02-10,9,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
165811,8,2,2019-02-10,1,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
171979,4,1,2019-02-10,1,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
167108,4,1,2019-02-10,4,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
172671,8,2,2019-02-10,1,19.9,10.98,Supermarket,Plzeňská,GNOCCHI 40% 500G SPINACI
169281,4,1,2019-02-10,2,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
170936,5,1,2019-02-10,7,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
194516,7,2,2019-02-10,2,43.8,27.44,Supermarket,Pražská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
199219,6,1,2019-02-10,22,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
174022,4,1,2019-02-10,4,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
165811,5,1,2019-02-10,8,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
200838,4,1,2019-02-10,10,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
167108,6,1,2019-02-10,7,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
199219,7,2,2019-02-10,3,89.0,78.77,Supermarket,Pražská,"NORDIC ICE VODKA37,5%0,5L"
165811,7,2,2019-02-10,3,21.9,15.75,Supermarket,Pražská,JČ SMETANA KE ŠL.33% 250ML
170295,5,1,2019-02-11,1,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
174022,7,2,2019-02-11,11,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
200838,8,2,2019-02-11,3,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
174022,4,1,2019-02-11,7,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
170936,4,1,2019-02-11,4,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
174022,6,1,2019-02-11,6,239.0,190.0,Hypermarket,Vídeňská,"JÄGERMEISTER 35%  0,7L"
172551,7,2,2019-02-11,4,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
171979,6,1,2019-02-11,1,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
170295,4,1,2019-02-11,13,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
170936,8,2,2019-02-11,8,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
165811,8,2,2019-02-11,3,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
199219,7,2,2019-02-11,11,89.0,78.77,Supermarket,Pražská,"NORDIC ICE VODKA37,5%0,5L"
194516,6,1,2019-02-11,4,43.8,27.44,Hypermarket,Vídeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
199219,5,1,2019-02-11,16,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
171979,4,1,2019-02-11,1,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
171979,5,1,2019-02-11,3,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
199219,6,1,2019-02-11,12,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
169281,6,1,2019-02-11,2,21.9,15.31,Hypermarket,Vídeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
170295,7,2,2019-02-11,6,24.5,15.78,Supermarket,Pražská,BERLINKI 250G
199219,8,2,2019-02-11,3,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
169281,4,1,2019-02-11,1,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
194516,7,2,2019-02-11,1,43.8,27.44,Supermarket,Pražská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170936,5,1,2019-02-11,5,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
165811,6,1,2019-02-11,9,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
174022,5,1,2019-02-11,3,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
165954,7,2,2019-02-11,2,8.7,5.87,Supermarket,Pražská,LIPÁNEK UHT MLÉKO 250ML KAK
172551,8,2,2019-02-11,13,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170936,7,2,2019-02-11,5,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
165811,7,2,2019-02-11,2,21.9,15.75,Supermarket,Pražská,JČ SMETANA KE ŠL.33% 250ML
167108,7,2,2019-02-11,9,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
170295,6,1,2019-02-11,21,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
199219,4,1,2019-02-11,5,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
194516,5,1,2019-02-11,3,43.8,27.44,Hypermarket,Belgická,POMAZÁNKA CAMEMBERTOVÁ 3X120G
176139,8,2,2019-02-11,3,197.0,142.0,Supermarket,Plzeňská,"HRANOLKY B"" 1KG"""
170936,6,1,2019-02-11,6,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
167108,6,1,2019-02-11,1,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
194516,4,1,2019-02-11,2,43.8,27.44,Hypermarket,Londýnská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
172551,4,1,2019-02-11,5,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
200838,5,1,2019-02-11,3,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
165954,8,2,2019-02-11,1,8.7,5.87,Supermarket,Plzeňská,LIPÁNEK UHT MLÉKO 250ML KAK
167108,4,1,2019-02-11,5,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
165811,5,1,2019-02-11,5,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
194516,8,2,2019-02-11,2,43.8,27.44,Supermarket,Plzeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
200838,4,1,2019-02-11,2,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
200838,6,1,2019-02-11,8,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
165811,4,1,2019-02-11,1,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
172551,5,1,2019-02-12,4,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,4,1,2019-02-12,5,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
172671,7,2,2019-02-12,1,19.9,10.98,Supermarket,Pražská,GNOCCHI 40% 500G SPINACI
170936,7,2,2019-02-12,4,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
170936,8,2,2019-02-12,8,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
165811,4,1,2019-02-12,7,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
194516,8,2,2019-02-12,1,43.8,27.44,Supermarket,Plzeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
172671,6,1,2019-02-12,1,19.9,10.97,Hypermarket,Vídeňská,GNOCCHI 40% 500G SPINACI
200838,7,2,2019-02-12,13,95.0,81.7,Supermarket,Pražská,"PRAŽSKÁ VODKA 37,5%0,5L"
172551,6,1,2019-02-12,2,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
167108,4,1,2019-02-12,2,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
176139,5,1,2019-02-12,3,214.0,142.0,Hypermarket,Belgická,"HRANOLKY B"" 1KG"""
171979,8,2,2019-02-12,1,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
165811,6,1,2019-02-12,11,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
174022,5,1,2019-02-12,2,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
174022,8,2,2019-02-12,5,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
170936,6,1,2019-02-12,7,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
170936,4,1,2019-02-12,12,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
199219,6,1,2019-02-12,4,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
170295,6,1,2019-02-12,9,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
200838,6,1,2019-02-12,1,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
174022,7,2,2019-02-12,9,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
170069,7,2,2019-02-12,1,59.9,43.51,Supermarket,Pražská,JACOBS PORCE CAF.LATTÉ 250G
172551,8,2,2019-02-12,5,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
165954,5,1,2019-02-12,3,8.7,5.87,Hypermarket,Belgická,LIPÁNEK UHT MLÉKO 250ML KAK
176139,7,2,2019-02-12,3,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
200838,8,2,2019-02-12,6,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
167108,7,2,2019-02-12,2,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
174022,6,1,2019-02-12,9,239.0,190.0,Hypermarket,Vídeňská,"JÄGERMEISTER 35%  0,7L"
170295,7,2,2019-02-12,7,24.5,15.78,Supermarket,Pražská,BERLINKI 250G
167108,5,1,2019-02-12,3,26.9,18.58,Hypermarket,Belgická,GRANINI NEKT.1l HRUŠKA 50%
194516,5,1,2019-02-12,3,43.8,27.44,Hypermarket,Belgická,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170936,5,1,2019-02-12,11,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
165811,8,2,2019-02-12,26,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
169281,6,1,2019-02-12,12,21.9,15.31,Hypermarket,Vídeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
171979,5,1,2019-02-12,1,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
170295,4,1,2019-02-12,14,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
172551,7,2,2019-02-12,12,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170295,5,1,2019-02-12,20,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
167108,6,1,2019-02-12,1,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
169281,4,1,2019-02-12,2,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
165811,5,1,2019-02-12,5,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
199219,5,1,2019-02-12,3,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
172671,5,1,2019-02-13,2,19.9,10.97,Hypermarket,Belgická,GNOCCHI 40% 500G SPINACI
170936,6,1,2019-02-13,10,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
194516,5,1,2019-02-13,2,43.8,27.44,Hypermarket,Belgická,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170295,5,1,2019-02-13,17,24.5,15.78,Hypermarket,Belgická,BERLINKI 250G
172551,5,1,2019-02-13,10,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
172551,8,2,2019-02-13,18,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170936,7,2,2019-02-13,7,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
170069,6,1,2019-02-13,2,59.9,42.34,Hypermarket,Vídeňská,JACOBS PORCE CAF.LATTÉ 250G
200838,4,1,2019-02-13,2,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
172551,6,1,2019-02-13,2,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
174022,7,2,2019-02-13,5,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
170295,8,2,2019-02-13,1,24.5,15.78,Supermarket,Plzeňská,BERLINKI 250G
170936,4,1,2019-02-13,7,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
171979,6,1,2019-02-13,1,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
200838,5,1,2019-02-13,1,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
200838,7,2,2019-02-13,9,95.0,81.7,Supermarket,Pražská,"PRAŽSKÁ VODKA 37,5%0,5L"
169281,4,1,2019-02-13,1,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
165811,4,1,2019-02-13,21,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
170295,6,1,2019-02-13,13,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
199219,6,1,2019-02-13,13,89.0,78.02,Hypermarket,Vídeňská,"NORDIC ICE VODKA37,5%0,5L"
167108,7,2,2019-02-13,4,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
165811,7,2,2019-02-13,2,21.9,15.75,Supermarket,Pražská,JČ SMETANA KE ŠL.33% 250ML
176139,5,1,2019-02-13,12,214.0,142.0,Hypermarket,Belgická,"HRANOLKY B"" 1KG"""
174022,6,1,2019-02-13,11,239.0,190.0,Hypermarket,Vídeňská,"JÄGERMEISTER 35%  0,7L"
194516,8,2,2019-02-13,2,43.8,27.44,Supermarket,Plzeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
167108,5,1,2019-02-13,2,26.9,18.58,Hypermarket,Belgická,GRANINI NEKT.1l HRUŠKA 50%
171979,4,1,2019-02-13,1,42.6,28.95,Hypermarket,Londýnská,POMAZÁNKA 120G VAJÍČKOVÁ
171979,8,2,2019-02-13,1,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
199219,5,1,2019-02-13,8,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
167108,6,1,2019-02-13,6,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
174022,5,1,2019-02-13,7,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
174022,4,1,2019-02-13,9,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
171979,7,2,2019-02-13,1,42.6,28.11,Supermarket,Pražská,POMAZÁNKA 120G VAJÍČKOVÁ
172551,7,2,2019-02-13,4,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
170295,4,1,2019-02-13,8,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
176139,7,2,2019-02-13,5,197.0,142.0,Supermarket,Pražská,"HRANOLKY B"" 1KG"""
171979,5,1,2019-02-13,1,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
169281,6,1,2019-02-13,2,21.9,15.31,Hypermarket,Vídeňská,MAGGI ASIA 118G INDIE SMAŽ.NUD
167108,4,1,2019-02-13,3,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
165954,4,1,2019-02-13,1,8.7,5.87,Hypermarket,Londýnská,LIPÁNEK UHT MLÉKO 250ML KAK
172551,4,1,2019-02-13,5,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
165811,8,2,2019-02-13,1,21.9,15.75,Supermarket,Plzeňská,JČ SMETANA KE ŠL.33% 250ML
199219,4,1,2019-02-13,6,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
170936,5,1,2019-02-13,5,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
200838,6,1,2019-02-13,10,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
165811,5,1,2019-02-13,19,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
165811,6,1,2019-02-13,27,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
167108,8,2,2019-02-13,2,26.9,18.58,Supermarket,Plzeňská,GRANINI NEKT.1l HRUŠKA 50%
170936,8,2,2019-02-13,5,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
176139,6,1,2019-02-14,4,214.0,142.0,Hypermarket,Vídeňská,"HRANOLKY B"" 1KG"""
170295,4,1,2019-02-14,15,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
172671,5,1,2019-02-14,8,19.9,10.97,Hypermarket,Belgická,GNOCCHI 40% 500G SPINACI
172551,8,2,2019-02-14,11,90.5,82.29,Supermarket,Plzeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
172551,5,1,2019-02-14,11,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
172551,4,1,2019-02-14,12,90.5,81.84,Hypermarket,Londýnská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
172671,4,1,2019-02-14,1,19.9,10.97,Hypermarket,Londýnská,GNOCCHI 40% 500G SPINACI
170936,6,1,2019-02-14,8,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
199219,5,1,2019-02-14,15,89.0,78.02,Hypermarket,Belgická,"NORDIC ICE VODKA37,5%0,5L"
176139,5,1,2019-02-14,2,214.0,142.0,Hypermarket,Belgická,"HRANOLKY B"" 1KG"""
169281,4,1,2019-02-14,2,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
174022,5,1,2019-02-14,9,239.0,190.0,Hypermarket,Belgická,"JÄGERMEISTER 35%  0,7L"
170936,5,1,2019-02-14,9,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
170936,8,2,2019-02-14,20,39.0,30.06,Supermarket,Plzeňská,ŠPENÁTOVÝ PROTLAK 400G
170295,8,2,2019-02-14,2,24.5,15.78,Supermarket,Plzeňská,BERLINKI 250G
200838,8,2,2019-02-14,2,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
174022,8,2,2019-02-14,3,239.0,191.9,Supermarket,Plzeňská,"JÄGERMEISTER 35%  0,7L"
167108,6,1,2019-02-14,2,26.9,18.58,Hypermarket,Vídeňská,GRANINI NEKT.1l HRUŠKA 50%
167108,8,2,2019-02-14,1,26.9,18.58,Supermarket,Plzeňská,GRANINI NEKT.1l HRUŠKA 50%
167108,4,1,2019-02-14,4,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
200838,7,2,2019-02-14,7,95.0,81.7,Supermarket,Pražská,"PRAŽSKÁ VODKA 37,5%0,5L"
174022,4,1,2019-02-14,11,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
165811,6,1,2019-02-14,16,21.9,15.75,Hypermarket,Vídeňská,JČ SMETANA KE ŠL.33% 250ML
171979,6,1,2019-02-14,1,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
171979,5,1,2019-02-14,3,42.6,28.95,Hypermarket,Belgická,POMAZÁNKA 120G VAJÍČKOVÁ
165954,6,1,2019-02-14,1,8.7,5.87,Hypermarket,Vídeňská,LIPÁNEK UHT MLÉKO 250ML KAK
194516,5,1,2019-02-14,2,43.8,27.44,Hypermarket,Belgická,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170295,7,2,2019-02-14,1,24.5,15.78,Supermarket,Pražská,BERLINKI 250G
170936,7,2,2019-02-14,5,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
200838,4,1,2019-02-14,3,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
200838,5,1,2019-02-14,3,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
172551,7,2,2019-02-14,23,90.5,82.29,Supermarket,Pražská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
194516,7,2,2019-02-14,2,43.8,27.44,Supermarket,Pražská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
167108,7,2,2019-02-14,2,26.9,18.58,Supermarket,Pražská,GRANINI NEKT.1l HRUŠKA 50%
165811,4,1,2019-02-14,5,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
199219,8,2,2019-02-14,12,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
165811,5,1,2019-02-14,4,21.9,15.75,Hypermarket,Belgická,JČ SMETANA KE ŠL.33% 250ML
199219,4,1,2019-02-14,18,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
194516,4,1,2019-02-14,5,43.8,27.44,Hypermarket,Londýnská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170936,4,1,2019-02-14,7,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
174022,7,2,2019-02-14,5,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
174022,6,1,2019-02-14,2,239.0,190.0,Hypermarket,Vídeňská,"JÄGERMEISTER 35%  0,7L"
176139,8,2,2019-02-14,1,197.0,142.0,Supermarket,Plzeňská,"HRANOLKY B"" 1KG"""
194516,8,2,2019-02-14,1,43.8,27.44,Supermarket,Plzeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170295,6,1,2019-02-14,30,24.5,15.78,Hypermarket,Vídeňská,BERLINKI 250G
171979,8,2,2019-02-15,1,42.6,28.11,Supermarket,Plzeňská,POMAZÁNKA 120G VAJÍČKOVÁ
172671,4,1,2019-02-15,1,19.9,10.97,Hypermarket,Londýnská,GNOCCHI 40% 500G SPINACI
170936,4,1,2019-02-15,9,39.0,30.06,Hypermarket,Londýnská,ŠPENÁTOVÝ PROTLAK 400G
200838,6,1,2019-02-15,4,95.0,85.53,Hypermarket,Vídeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
170936,5,1,2019-02-15,11,39.0,30.06,Hypermarket,Belgická,ŠPENÁTOVÝ PROTLAK 400G
170295,4,1,2019-02-15,21,24.5,15.78,Hypermarket,Londýnská,BERLINKI 250G
172551,5,1,2019-02-15,1,90.5,81.84,Hypermarket,Belgická,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
200838,7,2,2019-02-15,2,95.0,81.7,Supermarket,Pražská,"PRAŽSKÁ VODKA 37,5%0,5L"
172671,5,1,2019-02-15,3,19.9,10.97,Hypermarket,Belgická,GNOCCHI 40% 500G SPINACI
200838,5,1,2019-02-15,8,95.0,85.53,Hypermarket,Belgická,"PRAŽSKÁ VODKA 37,5%0,5L"
172551,6,1,2019-02-15,14,90.5,81.84,Hypermarket,Vídeňská,"BOŽKOV SPE.KÁVOVÝ 30%0,5L"
169281,4,1,2019-02-15,1,21.9,15.31,Hypermarket,Londýnská,MAGGI ASIA 118G INDIE SMAŽ.NUD
194516,8,2,2019-02-15,2,43.8,27.44,Supermarket,Plzeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
200838,4,1,2019-02-15,2,95.0,85.53,Hypermarket,Londýnská,"PRAŽSKÁ VODKA 37,5%0,5L"
194516,6,1,2019-02-15,1,43.8,27.44,Hypermarket,Vídeňská,POMAZÁNKA CAMEMBERTOVÁ 3X120G
199219,8,2,2019-02-15,8,89.0,78.77,Supermarket,Plzeňská,"NORDIC ICE VODKA37,5%0,5L"
165811,7,2,2019-02-15,26,21.9,15.75,Supermarket,Pražská,JČ SMETANA KE ŠL.33% 250ML
200838,8,2,2019-02-15,6,95.0,81.7,Supermarket,Plzeňská,"PRAŽSKÁ VODKA 37,5%0,5L"
172671,7,2,2019-02-15,2,19.9,10.98,Supermarket,Pražská,GNOCCHI 40% 500G SPINACI
174022,6,1,2019-02-15,10,239.0,190.0,Hypermarket,Vídeňská,"JÄGERMEISTER 35%  0,7L"
174022,4,1,2019-02-15,9,239.0,190.0,Hypermarket,Londýnská,"JÄGERMEISTER 35%  0,7L"
171979,6,1,2019-02-15,2,42.6,28.95,Hypermarket,Vídeňská,POMAZÁNKA 120G VAJÍČKOVÁ
199219,4,1,2019-02-15,5,89.0,78.02,Hypermarket,Londýnská,"NORDIC ICE VODKA37,5%0,5L"
165811,4,1,2019-02-15,13,21.9,15.75,Hypermarket,Londýnská,JČ SMETANA KE ŠL.33% 250ML
167108,4,1,2019-02-15,7,26.9,18.58,Hypermarket,Londýnská,GRANINI NEKT.1l HRUŠKA 50%
170936,6,1,2019-02-15,8,39.0,30.06,Hypermarket,Vídeňská,ŠPENÁTOVÝ PROTLAK 400G
170936,7,2,2019-02-15,5,39.0,30.06,Supermarket,Pražská,ŠPENÁTOVÝ PROTLAK 400G
194516,5,1,2019-02-15,3,43.8,27.44,Hypermarket,Belgická,POMAZÁNKA CAMEMBERTOVÁ 3X120G
170295,8,2,2019-02-15,7,24.5,15.78,Supermarket,Plzeňská,BERLINKI 250G
174022,7,2,2019-02-15,8,239.0,191.9,Supermarket,Pražská,"JÄGERMEISTER 35%  0,7L"
170295,7,2,2019-02-15,2,24.5,15.78,Supermarket,Pražská,BERLINKI 250G
167108,5,1,2019-02-15,2,26.9,18.58,Hypermarket,Belgická,GRANINI NEKT.1l HRUŠKA 50%
